Playlist,Alya,Order,YouTube Tags,Tag Count,Char Count,Usage %
חיי שרה,שלישי,3,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, חיי שרה, Genesis, Bereishit, Chayei Sarah, שלישי, Shlishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,187,37.4%
חיי שרה,רביעי,4,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, חיי שרה, Genesis, Bereishit, Chayei Sarah, רביעי, Reviei, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,186,37.2%
חיי שרה,חמישי,5,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, חיי שרה, Genesis, Bereishit, Chayei Sarah, חמישי, Chamishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,188,37.6%
חיי שרה,שישי,6,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, חיי שרה, Genesis, Bereishit, Chayei Sarah, שישי, Shishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,185,37.0%
חיי שרה,שביעי,7,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, חיי שרה, Genesis, Bereishit, Chayei Sarah, שביעי, Shevii, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,186,37.2%
חיי שרה,מפטיר,8,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, חיי שרה, Genesis, Bereishit, Chayei Sarah, מפטיר, Maftir, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,186,37.2%
חיי שרה,הפטרה,9,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, חיי שרה, Genesis, Bereishit, Chayei Sarah, הפטרה, Haftara, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,187,37.4%
תולדות,ראשון,1,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, תולדות, Genesis, Bereishit, Toldot, ראשון, Rishon, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,179,35.8%
תולדות,שני,2,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, תולדות, Genesis, Bereishit, Toldot, שני, Sheni, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,176,35.2%
תולדות,שלישי,3,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, תולדות, Genesis, Bereishit, Toldot, שלישי, Shlishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,180,36.0%
תולדות,רביעי,4,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, תולדות, Genesis, Bereishit, Toldot, רביעי, Reviei, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,179,35.8%
תולדות,חמישי,5,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, תולדות, Genesis, Bereishit, Toldot, חמישי, Chamishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,181,36.2%
תולדות,שישי,6,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, תולדות, Genesis, Bereishit, Toldot, שישי, Shishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,178,35.6%
תולדות,שביעי,7,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, תולדות, Genesis, Bereishit, Toldot, שביעי, Shevii, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,179,35.8%
תולדות,מפטיר,8,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, תולדות, Genesis, Bereishit, Toldot, מפטיר, Maftir, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,179,35.8%
תולדות,הפטרה,9,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, תולדות, Genesis, Bereishit, Toldot, הפטרה, Haftara, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,180,36.0%
ויצא,ראשון,1,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, ויצא, Genesis, Bereishit, Vayetzei, ראשון, Rishon, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,179,35.8%
ויצא,שני,2,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, ויצא, Genesis, Bereishit, Vayetzei, שני, Sheni, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,176,35.2%
ויצא,שלישי,3,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, ויצא, Genesis, Bereishit, Vayetzei, שלישי, Shlishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,180,36.0%
ויצא,רביעי,4,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, ויצא, Genesis, Bereishit, Vayetzei, רביעי, Reviei, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,179,35.8%
ויצא,חמישי,5,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, ויצא, Genesis, Bereishit, Vayetzei, חמישי, Chamishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,181,36.2%
ויצא,שישי,6,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, ויצא, Genesis, Bereishit, Vayetzei, שישי, Shishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,178,35.6%
ויצא,שביעי,7,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, ויצא, Genesis, Bereishit, Vayetzei, שביעי, Shevii, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,179,35.8%
ויצא,מפטיר,8,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, ויצא, Genesis, Bereishit, Vayetzei, מפטיר, Maftir, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,179,35.8%
ויצא,הפטרה,9,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, ויצא, Genesis, Bereishit, Vayetzei, הפטרה, Haftara, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,180,36.0%
וישלח,ראשון,1,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, וישלח, Genesis, Bereishit, Vayishlach, ראשון, Rishon, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,182,36.4%
וישלח,שני,2,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, וישלח, Genesis, Bereishit, Vayishlach, שני, Sheni, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,179,35.8%
וישלח,שלישי,3,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, וישלח, Genesis, Bereishit, Vayishlach, שלישי, Shlishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,183,36.6%
וישלח,רביעי,4,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, וישלח, Genesis, Bereishit, Vayishlach, רביעי, Reviei, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,182,36.4%
וישלח,חמישי,5,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, וישלח, Genesis, Bereishit, Vayishlach, חמישי, Chamishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,184,36.8%
וישלח,שישי,6,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, וישלח, Genesis, Bereishit, Vayishlach, שישי, Shishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,181,36.2%
וישלח,שביעי,7,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, וישלח, Genesis, Bereishit, Vayishlach, שביעי, Shevii, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,182,36.4%
וישלח,מפטיר,8,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, וישלח, Genesis, Bereishit, Vayishlach, מפטיר, Maftir, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,182,36.4%
וישלח,הפטרה,9,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, וישלח, Genesis, Bereishit, Vayishlach, הפטרה, Haftara, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,183,36.6%
וישב,ראשון,1,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, וישב, Genesis, Bereishit, Vayeshev, ראשון, Rishon, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,179,35.8%
וישב,שני,2,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, וישב, Genesis, Bereishit, Vayeshev, שני, Sheni, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,176,35.2%
וישב,שלישי,3,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, וישב, Genesis, Bereishit, Vayeshev, שלישי, Shlishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,180,36.0%
וישב,רביעי,4,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, וישב, Genesis, Bereishit, Vayeshev, רביעי, Reviei, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,179,35.8%
וישב,חמישי,5,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, וישב, Genesis, Bereishit, Vayeshev, חמישי, Chamishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,181,36.2%
וישב,שישי,6,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, וישב, Genesis, Bereishit, Vayeshev, שישי, Shishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,178,35.6%
וישב,שביעי,7,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, וישב, Genesis, Bereishit, Vayeshev, שביעי, Shevii, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,179,35.8%
וישב,מפטיר,8,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, וישב, Genesis, Bereishit, Vayeshev, מפטיר, Maftir, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,179,35.8%
וישב,הפטרה,9,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, וישב, Genesis, Bereishit, Vayeshev, הפטרה, Haftara, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,180,36.0%
מקץ,ראשון,1,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, מקץ, Genesis, Bereishit, Miketz, ראשון, Rishon, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,176,35.2%
מקץ,שני,2,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, מקץ, Genesis, Bereishit, Miketz, שני, Sheni, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,173,34.6%
מקץ,שלישי,3,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, מקץ, Genesis, Bereishit, Miketz, שלישי, Shlishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,177,35.4%
מקץ,רביעי,4,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, מקץ, Genesis, Bereishit, Miketz, רביעי, Reviei, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,176,35.2%
מקץ,חמישי,5,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, מקץ, Genesis, Bereishit, Miketz, חמישי, Chamishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,178,35.6%
מקץ,שישי,6,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, מקץ, Genesis, Bereishit, Miketz, שישי, Shishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,175,35.0%
